disease,severity,name,image,link
Alopecia Areata,Low,Indulekha Bringha Hair Oil,https://www.indulekha.co.in/cdn/shop/files/11997_S1-8901030929496.jpg?v=1692008732&width=1000,https://www.indulekha.co.in/products/bringha-ayurvedic-hair-growth-oil-100ml?srsltid=AfmBOoqhkbAHnLOrM74dfNixXyzOMMuam2PBOSyjk81kqXFQZ27yJPVI
Alopecia Areata,Low,Biotique Bio Bhringraj Oil,https://rukminim1.flixcart.com/image/1536/1536/xif0q/hair-oil/f/a/d/120-0-bio-bhringraj-biotique-original-imahcksgx9fcspgc.jpeg?q=90,"https://www.flipkart.com/biotique-bio-bhringraj-hair-oil/p/itmf3jypmgwecya6?pid=HOLEEHPAGZWHYGCM&lid=LSTHOLEEHPAGZWHYGCMONLWUV&marketplace=FLIPKART&cmpid=content_hair-oil_23231663444_g_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,782643135339,,,,c,,,,,,,&entryMethod=23231663444&&cmpid=content_23231663444_gmc_pla&gad_source=1&gad_campaignid=23231663444&gbraid=0AAAAADxRY59den12Ic4XFa-UBc2ZHWoEx&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RGYy0z0VVOmDsttL9xr0ua2RRDn6Meybr2-1IVXILzzSNQXIyjatQaAvJkEALw_wcB"
Alopecia Areata,Low,WOW Onion Black Seed Oil,https://www.bbassets.com/media/uploads/p/l/40264254_3-wow-skin-science-wow-skin-science-onion-black-seed-hair-oil-200-ml.jpg,https://www.bigbasket.com/pd/40264254/wow-skin-science-wow-skin-science-onion-black-seed-hair-oil-200-ml-200-ml/?z=Ga9BX3pQL&utm_source=google&utm_medium=cpc&utm_term=%7Bkeyword%7D&utm_campaign=Global-PLA%2F
Alopecia Areata,Low,Mamaearth Onion Hair Oil,https://images.mamaearth.in/catalog/product/_/o/_onion-oil-250ml__1_1_1.jpeg?format=auto&height=600,https://mamaearth.in/product/onion-hair-oil-for-hair-regrowth-hair-fall-control-with-redensyl-250ml?srsltid=AfmBOopgr6862r-COwpLV2G6w9zskUNdmljDnQT5i5D4ThY16w2B7tBL
Alopecia Areata,Low,Khadi Natural Amla Oil,https://www.khadinatural.com/cdn/shop/files/Artboard_7_b786136a-19a2-4258-a8a6-639001db5342.jpg?v=1765612126&width=1000,https://www.khadinatural.com/products/khadi-pure-amla-hair-oil?variant=40550681706547&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=google&utm_medium=cpc&utm_campaign=21260639027&utm_term=&utm_content=&utm_matchtype=&utm_device=c&utm_ad=&gad_source=1&gad_campaignid=23579126366&gbraid=0AAAAADcU-sqN91r0H11Dn0gb1rit-pDaB&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RVHPKcyL7e9fvmUQoHCkGjTZTuB-Jnk4-QGX98lcP6NfWANPHiuA4aAn8XEALw_wcB
Alopecia Areata,Low,UrbanBotanics Castor Oil,https://www.mywishcare.com/cdn/shop/files/1_42648297-ceed-40fd-8600-5def6bac479d.jpg?v=1706700188&width=700,https://www.mywishcare.com/products/cold-pressed-castor-oil?variant=30291671973935&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1&gad_campaignid=22589783015&gbraid=0AAAAACgwyhoLTAceVdnCWN8L19-UCHcZ_&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RWQK0ltccs18bRWJXuyxP7pYOwwXqGUO_dHKrfmYavn9VvM0HzBzMaAkTGEALw_wcB
Alopecia Areata,Low,St.Botanica Argan Hair Oil,https://www.bbassets.com/media/uploads/p/l/40140554_5-stbotanica-moroccan-argan-hair-oil-jojoba-almond-castor-olive-avocado-rosemary-oils.jpg,https://www.bigbasket.com/pd/40140554/stbotanica-moroccan-argan-hair-oil-jojoba-almond-castor-olive-avocado-rosemary-oils-200-ml/
Alopecia Areata,Low,Plum Onion Hair Serum,https://rukminim1.flixcart.com/image/1536/1536/xif0q/hair-oil/z/c/r/100-0-onion-oil-with-bhringraj-amla-for-hairfall-control-hair-original-imahertnh424bqtv.jpeg?q=90,"https://www.flipkart.com/plum-onion-oil-bhringraj-amla-hairfall-control-hair-growth/p/itm379a68385fadf?pid=HOLGEMKEQU3HXWXS&lid=LSTHOLGEMKEQU3HXWXSPUNVKZ&marketplace=FLIPKART&cmpid=content_hair-oil_23231663444_g_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,782643135339,,,,c,,,,,,,&entryMethod=23231663444&&cmpid=content_23231663444_gmc_pla&gad_source=1&gad_campaignid=23231663444&gbraid=0AAAAADxRY59den12Ic4XFa-UBc2ZHWoEx&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9QD8C2uGbHVBDB4LU9_3m6BBHsYVFaTG_6iVHWSxnfza916MuW_s2YaAo9sEALw_wcB"
Alopecia Areata,Moderate,Mintop 5% Solution,"https://images.apollo247.in/pub/media/catalog/product/m/i/mintop_forte_5_pdp-01.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/medicine/mintop-forte-lotion-60ml?utm_source=gmc&utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=MIN0022&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RD-hJd9EgBulzKiTZbLRjpjQlcJb4r4H4po_WpoLZy6RgXNnUtKx4aAt0AEALw_wcB
Alopecia Areata,Moderate,Tugain 5% Foam,"https://cdn.zeptonow.com/production/ik-seo/tr:w-470,ar-690-700,pr-true,f-auto,,q-40,dpr-2/cms/product_variant/eef0198d-76ae-45e2-8f07-491dd19896fe/Tugain-5-Foam.jpeg",https://www.zepto.com/pn/tugain-5-foam/pvid/74b5fb96-9a02-45cb-ac24-6a95f3f8ae37?srsltid=AfmBOopVvhhxcZf7PTldHdUQQea7sng89JMcPMCn4tVio2el3kXwMgKk
Alopecia Areata,Moderate,Morr F 5% Topical Solution,"https://images.apollo247.in/pub/media/catalog/product/M/O/MOR0004_1.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/medicine/morr-forte-5-solution-60ml?utm_source=gmc&utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=MOR0004&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9TTJ0a6G25LVDmlQn6h7bF_ocN5QWRl1XWkTWA9T2KWWdOxnhl7evMaAvDJEALw_wcB
Alopecia Areata,Moderate,Hair4U 5% Spray,https://cdn01.pharmeasy.in/dam/productsnowatermark/I42413/new-hair-4u-5-bottle-of-60ml-spray-solution-box-front-1-1756953696-non-watermarked.jpg?dim=320x320&dpr=1&q=100,https://pharmeasy.in/online-medicine-order/new-hair-4u-5-hair-spray-bottle-of-60-ml-216670
Alopecia Areata,Moderate,Coverit 5% Lotion,https://cdn01.pharmeasy.in/dam/productsnowatermark/048875/coverit-5-solu-60ml-box-front-1-1756894310-non-watermarked.jpg?dim=320x320&dpr=1&q=100,https://pharmeasy.in/online-medicine-order/coverit-5-solu-60ml-42215?pincode=122015&utm_source=google&utm_medium=cpc&utm_campaign=Performance_Max_All_Products_ROAS_16072024&gad_source=1&gad_campaignid=21466163415&gbraid=0AAAAAB9teDroJOQqbuf0YjsVFTL-zymEf&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9SM0iJXkMXARMN4DUa4noh3PHD5nB0T5OiBBpyWzIh3_gj2vHWPS3oaAo-PEALw_wcB
Alopecia Areata,Moderate,Regaine 5% Foam,"https://images.apollo247.in/pub/media/catalog/product/R/E/REG0098_1_1.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/medicine/regaine-5-lotion-60ml?utm_source=gmc&utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=REG0098&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9Qmda82OUdEdrFH54nvHiRbBjWJ7FsujcHIRj92s8c5PLj-vliwCQUaAsdjEALw_wcB
Alopecia Areata,Moderate,Brintop F 5% Solution,https://assets.truemeds.in/Images/ProductImage/TM-LOES1-000043/brintop-f-5-solution-100ml_brintop-f-5-solution-100ml--TM-LOES1-000043_1.png?width=320,https://www.truemeds.in/medicine/brintop-f-5-0-1--solution-100-ml-TM-LOES1-000043
Alopecia Areata,Moderate,Adgain 5% Solution,"https://images.apollo247.in/pub/media/catalog/product/T/U/TUG0002_1_1.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/medicine/tugain-5-topical-solution-60ml?utm_source=gmc&utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=TUG0002&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9S4h5gMVdA64Amver0Sk5auIUO6rAjMD-ogUGAerI3UPeAvXbIHuLsaAileEALw_wcB
Alopecia Areata,High,Tugain 10% Solution,https://www.clinikally.com/cdn/shop/products/Ciplatugain10hairgaintreatment.jpg?v=1668252421&width=800,https://www.clinikally.com/products/tugain-10-solution?currency=INR&variant=43587322118391&stkn=aa4fff04d0da&utm_campaign=P-Max&utm_source=Google&utm_medium=Shopping+Ad&gad_source=1&gad_campaignid=17519849480&gbraid=0AAAAABUpsHLLZs8V1Sd2lniGh_oNobbVZ&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9TOEAaspKyYySsKJJJJKqoTdW0qUnj5fqfnrPDsib03a4SVUjROpM8aAmABEALw_wcB
Alopecia Areata,High,Morr 10% Topical Solution,https://www.clinikally.com/cdn/shop/products/Morr10_60ml_1.jpg?v=1675060227&width=800,https://www.clinikally.com/products/morr-10-solution?currency=INR&variant=43724556927223&stkn=aa4fff04d0da&utm_campaign=P-Max&utm_source=Google&utm_medium=Shopping+Ad&gad_source=1&gad_campaignid=17519849480&gbraid=0AAAAABUpsHLLZs8V1Sd2lniGh_oNobbVZ&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RkGl9_RTUL6PmTJhIyzzKuRJmz22z19q5hWke0MnK8Lrrv_FAhy_caAsvlEALw_wcB
Alopecia Areata,High,Baricitinib (Olumiant) & Ritlecitinib,https://5.imimg.com/data5/SELLER/Default/2025/1/479495989/XW/SS/QF/235552336/4mg-olumiant-baricitinib-tablets.jpg,https://www.indiamart.com/proddetail/olumiant-baricitinib-4mg-tablets-2855470532948.html?srsltid=AfmBOopROYx0Jdt2vBGdlfWBpTqOXlX6cjtKUutRpTZfMC-SPbliav1E
Alopecia Areata,High,Proanagen Tablet,"https://images.apollo247.in/pub/media/catalog/product/p/r/pro0975_1.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/otc/proanagen-tablet?utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=pro0975&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9RshJRRjPMxQ0KccXV4Cyz8Bev1F7TieIZ7-lNmSlJHjDhEV8PmwPYaAhp1EALw_wcB
Alopecia Areata,High,Trigaine Caffeine Serum,https://m.media-amazon.com/images/I/811O6s6IQKL.jpg,https://www.nykaa.com/trigaine-anti-frizz-hair-serum-detangles-controls-frizz-repairs-dry-hair-argan-oil-vitamin/p/19571291?ptype=product&skuId=19571291&srsltid=AfmBOoq9W_wv37ODPbe-74i2C9IGjBoSb0AGVksFeqSNWOELL_HoJVKiM58
Alopecia Areata,High,Anasure Tablet,"https://images.apollo247.in/pub/media/catalog/product/a/n/ana0355_1_1_.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/medicine/anasure-2-5-tablet-15-s?srsltid=AfmBOoqT5IXYy97x93XKlCJxZtHmqX-bIYYsFR93F0KPmxeqKBcjmzE_
Contact Dermatitis,Low,Cetaphil Gentle Cleanser,https://assets.truemeds.in/Images/ProductImage/TM-LOES1-000749/cetaphil-gentle-skin-cleanser-125ml--TM-LOES1-000749_1.png?width=320,https://www.truemeds.in/otc/cetaphil-gentle-skin-cleanser-125-ml-tm-loes1-000749
Contact Dermatitis,Low,Aveeno Daily Moisturizing Lotion,https://rukminim1.flixcart.com/image/1536/1536/xif0q/moisturizer-cream/y/k/y/-original-imahyuztgakgmgac.jpeg?q=90,"https://www.flipkart.com/aveeno-daily-moisturizing-lotion-nourishes-normal-dry-sensitive-skin-oats/p/itm2b99f8d84955c?pid=MSCF8WBKKRCHTH9G&lid=LSTMSCF8WBKKRCHTH9GJ26PPX&marketplace=FLIPKART&cmpid=content_moisturizer-cream_23231663444_g_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,782643135339,,,,c,,,,,,,&entryMethod=23231663444&&cmpid=content_23231663444_gmc_pla&gad_source=1&gad_campaignid=23231663444&gbraid=0AAAAADxRY59den12Ic4XFa-UBc2ZHWoEx&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9QwluY9aVnSdo6CmtHEWiTtHD9jREZURgtHqCXA7veBcYWWeoLbbpAaAs7xEALw_wcB"
Contact Dermatitis,Low,Physiogel Hypoallergenic Cream,https://assets.truemeds.in/Images/ProductImage/TM-LOES1-001951/physiogel-hypoallergenic-daily-moisture-therapy-body-lotion-100ml_physiogel-hypoallergenic-daily-moisture-therapy-body-lotion-100ml--TM-LOES1-001951_1.png?width=320,https://www.truemeds.in/otc/physiogel-hypoallergenic-daily-moisture-therapy-body-lotion-100-ml-tm-loes1-001951
Contact Dermatitis,Low,Sebamed Moisturizing Cream,https://cdn01.pharmeasy.in/dam/products_otc/196236/sebamed-moisturizing-cream-50-ml-ph-55-normal-dry-skin-with-2-vitamin-e-prevents-premature-aging-1-1669634890.jpg?dim=700x0&dpr=1&q=100,https://pharmeasy.in/health-care/products/sebamed-moisturizing-cream---50ml-172712?pincode=400078&utm_source=google&utm_medium=cpc&utm_campaign=Performance_Max_All_Products_ROAS_16072024&gad_source=1&gad_campaignid=21466163415&gbraid=0AAAAAB9teDroJOQqbuf0YjsVFTL-zymEf&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9Q5NCmJOaCWgBoDmbqGe8SjiJQ7CQSat9yyVj3d6NC7iRFLf5-d6iUaAiLhEALw_wcB
Contact Dermatitis,Low,Bioderma Atoderm Cream,"https://images.apollo247.in/pub/media/catalog/product/B/I/BIO1836_1.jpg?tr=w-264,q-80,f-webp,dpr-false,c-at_max",https://www.apollopharmacy.in/otc/bioderma-atoderm-creme-ultra-nourrissant-200ml?utm_source=gmc&utm_source=google&utm_medium=pmax&campaignid=22434256725&adgroupid=&keyword=&device=c&adtype=pla&product_id=BIO1836&utm_campaign=Pmax_Pharma_PLProducts_Topcities_TCPA_1404&utm_content=[adgroup]&gad_source=1&gad_campaignid=22440708134&gbraid=0AAAAACXO180kjVvDlks_5zjxeRwSzvGVH&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9SPXMkp1N0reJPGA5Fx7j-31hk6K2PSOqTG8g4-Y7Tj_-qr4DlopRIaAq_1EALw_wcB
Contact Dermatitis,Low,Venusia Max Cream,https://www.drreddysvenusia.com/cdn/shop/files/VENUS00000002_1.jpg?v=1768983816&width=1200,https://www.drreddysvenusia.com/products/venusia_max_intensive_150?srsltid=AfmBOooh8rlWrh2Gmk75oASk7qFlrjiCM0MgOhlNKUHcDpcTpzrzBjuX
Contact Dermatitis,Low,Moiz MM Cream,https://assets.truemeds.in/Images/ProductImage/TM-COOM1-001517/moiz-mm-cream-150gm_moiz-mm-cream-150gm--TM-COOM1-001517_1.png?width=320,https://www.truemeds.in/otc/moiz-mm-2-cream-150-gm-tm-coom1-001517
Contact Dermatitis,Low,Hydranet Lotion,https://rukminim1.flixcart.com/image/1536/1536/xif0q/moisturizer-cream/l/l/6/100-moisturising-lotion-hydranet-lotion-original-imagpyh6zethxmgh.jpeg?q=90,"https://www.flipkart.com/hydranet-moisturising-lotion/p/itmbce0eaba30035?pid=MSCGPYH7CX4GHB4D&lid=LSTMSCGPYH7CX4GHB4DZVARDW&marketplace=FLIPKART&cmpid=content_moisturizer-cream_23231663444_g_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,782643135339,,,,c,,,,,,,&entryMethod=23231663444&&cmpid=content_23231663444_gmc_pla&gad_source=1&gad_campaignid=23231663444&gbraid=0AAAAADxRY59den12Ic4XFa-UBc2ZHWoEx&gclid=Cj0KCQiAqeDMBhDcARIsAJEbU9SLNQEyXsx-JXFeAE_s5JpApy6mjb5ZPKOOCedurM1kP5AhpAokJbMaAgZ5EALw_wcB"
